LAKENAME,Survey Number,SITE_ID,Year,Month,Day,LAT_DD,LON_DD,WSAREA_km2,lake_AREA_HA,NTL,PTL,SNOW,SNOW_YrMean,FIRE,FIRE_YrMean,LST,LST_YrMean,NPP,NPP_YrMean,Precip,Precip_YrMean,Tmean,Tmean_YrMean,Atmo_Pdep_2002,Atmo_Pdep_2007,Tot_Ndep_2000,Tot_Ndep_2007,Tot_Sdep_2000,Tot_Sdep_2007,N_CBNF_2007,N_Crop_N_Rem_2007,N_Fert_Farm_2007,N_Fert_Urban_2007,Human_N_Demand_2007,N_Human_Waste_2007,N_Livestock_Food_Demand_2007,N_Livestock.Waste_2007,N_Livestock_N_Content_2007,N_Rock_2007,nani,P_Crop_removal_2007,P_f_fertilizer_2007,P_livestock_demand_2007,P_livestock_Waste_2007,P_livestock_production_2007,P_nf_fertilizer_2007,P_human_food_demand_kg_2007,P_human_nonfood_demand_kg_2007,P_human_waste_kg_2007,P_Accumulated_ag_inputs_2007,NAPI,Total Input,Legacy,DamDensWs,PctWdWet2011Ws,PctHbWet2011Ws,wetlands,RunoffWs,ClayWs,SandWs,OmWs,BFIWs,AgKffactWs,P2O5Ws,Depth,logchl_A
Fence Lake,1,NLA06608-0974,2007,7,16,46.4756852,-88.1918862,5.847904694,93.91444892,2.008600172,0.698970004,0,1.566550381,0.041392686,0.041392686,1.374329719,0.943113955,0.679742571,0.472033344,1.729326801,1.765112605,1.271028016,0.698281824,0.782822922,0.82676005,0.959442714,0.913342095,0.751253675,0.704484088,0,0,0,0,0,0,0,0,0,0.049973736,0.005307898,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,1.438614066,0.789047605,1.51331053,2.56937391,1.011993115,1.683410667,1.126456113,1.784521483,0,0.0588764,1.204119983,0.428134794
Stockade,1,NLA06608-0979,2007,5,30,43.7680287,-103.5206581,198.6688311,45.95921044,2.979092901,1.838849091,0,1.161878689,0.041392686,0.041392686,1.398896462,1.182905301,0.597332334,0.317131389,1.983129932,1.570399902,1.093299085,0.869363749,0.712398823,1.002367836,0.856966345,0.913065818,0.465539382,0.507034877,0.350825556,0.503255835,0.205484057,0.392471642,0.161521236,0.126587849,0.523992388,0.459792917,0.164125269,0.311559555,0.649742605,0.110990262,0.075300547,0.267790325,0.185292766,0.120744003,0.048962456,0.019682631,0.015452633,0.030696856,1.764308886,0.596223275,1.370078379,2.262504321,0.002175154,0.005654423,0.054867395,0.059854577,1.534544655,1.27421205,1.518569961,0.22634721,1.818863379,0.003434699,0.052034291,0.851258349,0.67669361
Sugar Creek Lake,1,NLA06608-0980,2007,7,12,37.3956474,-88.6847527,33.17846531,27.94800931,2.965671971,2.247973266,0,0,0.041392686,0.041392686,1.445649146,1.281365456,0.132985378,0.298815842,1.991248238,2.106128544,1.4153073,1.181784055,1.065467667,1.1455755,1.168897264,1.143442162,1.220040577,1.110321476,1.225508963,1.596849849,1.433187817,0.037939153,0.273535869,0.219846081,0.867825639,0.795091344,0.329889885,0.452972207,1.02569573,0.845423979,0.716771761,0.528209197,0.396542593,0.274741679,0.010838077,0.037596783,0.029646071,0.057988129,2.685353288,0,2.604674484,5.754652067,0.025361767,0.061280481,0.070370064,0.123015871,2.586587305,1.42111013,1.057282853,0.152288344,1.176091259,0.05546928,0.077780817,0.322219295,1.929418926
Miles Pond,1,NLA06608-0982,2007,8,14,44.4465147,-71.8113302,16.73036254,82.15989526,2.396199347,0.84509804,0,1.437270843,0.041392686,0.041392686,1.324857413,0.958746926,0.827208945,0.525382813,1.857513407,1.961765066,1.269746387,0.790607656,0.901879868,0.892151957,0.882358082,0.826399055,0.865090691,0.779423665,0,0,0,0.090077621,0.303064179,0.245071273,0,0,0,0.532299049,0.350885107,0,0,0,0,0,0.013727468,0.042877643,0.033853178,0.065923269,0,0.215282742,0.903899958,2.500775657,0,0.682791412,0.13376854,0.714152238,2.827930145,0.863917377,1.617629298,0.307496038,1.679207131,0,0.048532693,1.217483944,0.488550717
Whitegrass-Waterhole Creeks Site 9 Reservoir,1,NLA06608-0984,2007,9,26,33.8853612,-94.9395246,6.271571798,10.4368743,2.943988875,2.064457989,0,0,0.041392686,0.060561447,1.479999402,1.379771691,0.376921661,0.371806942,2.105297256,2.048780765,1.39361907,1.246629354,1.138933955,1.172912203,1.071720035,1.018670369,0.902993784,0.777526224,0.722511577,1.548203836,1.545283885,0.016400182,0.052247729,0.039821894,1.438689679,1.317912607,0.884598798,0.476865446,1.398216108,0.838550462,0.494623441,1.264350082,1.0677782,0.885992466,0.002922376,0.005713588,0.004470145,0.00899159,2.809141385,2.636665347,3.320508638,6.753841383,0.064101518,0,0,0,2.675778342,1.48301642,1.46442089,0.146128036,1.204119983,0.085976472,0.056285283,0.176091259,1.526855987
Lake Hennington,1,NLA06608-0986,2007,7,18,31.3004608,-89.434728,11.4504067,82.0562952,2.271841607,0.903089987,0,0.004723719,0.041392686,0.181549831,1.490441464,1.392075804,0.516852762,0.480715958,2.415736862,2.108139205,1.444122912,1.294975726,1.044269226,1.106105864,1.049944101,0.960691288,0.99443853,0.912899168,0.039402124,0.471673317,0.830726948,0.701839931,0.948747867,0.840374534,0.719650795,0.618732009,0.319588163,0.439802871,1.300773024,0.126637576,0.196327481,0.621534886,0.468811767,0.350307659,0.220706241,0.258411918,0.213571405,0.358768144,2.250977635,2.161995683,2.136766364,5.647588886,0.100605353,0.235397311,0.019914598,0.247089887,2.822291078,1.241795431,1.70865904,0.123851641,1.601636937,0.005700933,0.052488954,0.716003344,0.793790385
Fish Lake,1,NLA06608-0987,2007,7,30,41.5778835,-85.6635443,0.687534924,14.28954542,3.255513713,1.612783857,0,1.094601331,0.215108587,0.041392686,1.513668429,1.213545644,0.480951419,0.316616208,1.834929079,1.965440815,1.353146532,1.040833003,1.266107001,1.281426556,1.181917583,1.17404295,1.188353265,1.113565014,1.633601726,1.930508134,1.761382471,0,0,0,1.427719944,1.306301536,0.876804779,0.604179632,1.543745985,1.141752651,0.983085555,1.024175439,0.870660898,0.617844302,0,0,0,0,3.084987448,1.522497868,3.469352977,6.10989965,0,1.47915916,0.207768144,1.4879101,2.572871602,1.534033897,1.2001444,0.441841259,1.827484239,0.059828149,0.072700874,0.973127854,1.59439255
Crow Wing,1,NLA06608-0990,2007,7,30,46.2366797,-94.3398118,50.51711103,144.047068,2.982723388,1.612783857,0,0.911858684,0.041392686,0.06750481,1.456939588,1.058578119,0.291959368,0.233447498,1.733304287,1.719098698,1.36027776,0.860046709,0.848521018,0.95514971,0.971501152,0.987697552,0.63709809,0.616077139,0.793233418,1.104206782,0.652679812,0.072835784,0.409619192,0.338042876,1.04105111,0.928322379,0.545651735,0.038649705,0.858882862,0.420290282,0.35642572,0.776402482,0.644170787,0.40969766,0.013682779,0.065125651,0.051690444,0.098840672,2.187544575,1.92867745,2.443185225,5.330641917,0,1.270633689,0.940456215,1.42105827,2.214843848,0.801462148,1.930274755,0.763301981,1.795066906,0.015125925,0.065591995,0.755874856,1.3287872
Little Simer Pond,1,NLA06608-0993,2007,9,20,44.1540395,-74.4447578,7.374280978,60.23463907,2.741939078,0.301029996,0,1.379593374,0.041392686,0.041392686,1.25924386,0.906354846,0.700676488,0.508648992,1.968171519,1.97499244,1.186909272,0.788845684,0.872382387,0.849688379,1.035023328,0.932498026,1.055403183,0.920941556,0,0,0,0.015692889,0.168390259,0.132187954,0,0,0,0.16180643,0.182038864,0,0,0,0,0,0.002600116,0.020583544,0.016163516,0.032083607,0,0.092329317,0.885613357,0,0.055295309,0.365452297,0.172841693,0.448494166,2.859738566,0.846710729,1.653310027,0.496721533,1.764687102,0,0.054661177,1.541579244,0.184691431
Highland Lake,1,NLA06608-0994,2007,8,23,43.100635,-72.0886159,74.48454505,300.8289036,2.33243846,0.77815125,0,1.257514799,0.041392686,0.041392686,1.374329719,1.007458804,0.762483626,0.542722531,1.604765885,2.065682395,1.314288659,0.928811764,0.932038248,0.916074247,1.089847023,0.972559875,1.117727894,0.99915641,0.013245926,0.125631398,0.086781083,0.279068256,0.280796878,0.226025725,0.161907452,0.131791626,0.040310677,0.169242678,0.48893054,0.022663512,0.027478858,0.054203637,0.036508086,0.019213556,0.032561632,0.038953443,0.030725905,0.060031332,1.209349153,0.337981671,1.035588239,2.826299641,0.017163479,0.854939253,0.319565373,0.91632963,2.756807408,0.769770603,1.706494642,0.529422818,1.658816997,0.001056705,0.064071967,0.897627091,0.675778342
Lewis Lake,1,NLA06608-0996,2007,6,26,36.4775135,-104.8975432,1.572862443,13.2226546,2.653212514,1,0,1.33188141,0.041392686,0.041392686,1.529866686,1.320110835,0.394506834,0.200606016,1.575361063,1.609887751,1.274100086,1.020723736,0.919678367,0.965534239,0.690403116,0.676503854,0.375457197,0.331076176,0,0,0,0,0,0,0,0,0,0.718010316,0.010227295,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0,0,0,1,1.575649615,1.195622944,0.181843588,1.743693708,0,0.04731691,0.176091259,0.525044807
Beebe Lake,1,NLA06608-0997,2007,8,3,43.7347358,-73.1843614,7.768304962,38.45795475,2.311753861,0.698970004,0,1.239424288,0.041392686,0.041392686,1.386786776,1.025698193,0.776652562,0.530137908,1.948266203,1.995985998,1.296994047,0.890653852,0.95271788,0.936827777,1.020207501,0.943332647,1.000000249,0.877359643,0,0,0,0.056069035,0.35272935,0.288043018,0.367417037,0.3050857,0.117789212,0.153601279,0.533952262,0,0.031959628,0.140607466,0.098726369,0.051953805,0.010514191,0.052975118,0.041926351,0.080963543,1.382761833,0.557811984,1.112203529,2.449592896,0,0.590682199,0.156350656,0.636479089,2.748942733,1.133538908,1.431041945,0.390935107,1.698970004,0.001088704,0.048166047,1.120573931,0.397940009
Vaughn Pond,1,NLA06608-1001,2007,6,15,34.3205603,-80.6282663,89.52285364,11.08993164,2.620136055,1.397940009,0,0,0.041392686,0.06775259,1.500638334,1.370096667,0.327560055,0.367854638,2.060962112,1.961157321,1.40903093,1.250931391,0.990949893,1.020110512,1.066219759,0.973665183,1.004816478,0.831507225,0.321857363,0.678851456,0.654705637,0.113732791,0.438849856,0.36403159,0.865116274,0.73752717,0.457276224,0.328079683,0.921767079,0.220165104,0.28090343,0.9338304,0.826105191,0.460343338,0.044850468,0.072012478,0.057248347,0.108870623,2.360285416,2.552359341,2.740961897,5.158143013,0.014309418,1.038726243,0.10322704,1.049256209,2.78028747,1.058140437,1.910023237,0.190089988,1.636701323,0.004536987,0.06549758,0.380211242,0.797959644
,1,NLA06608-1002,2007,6,28,47.6435577,-109.1837945,9.547463793,6.359552292,3.186673867,2.57863921,0,1.134535156,0.041392686,0.041392686,1.473343273,1.26524197,0.483064786,0.136121091,1.773018074,1.473274032,1.249870691,0.944328423,0.562442747,0.801972807,0.566664998,0.595020875,0.329258932,0.322862201,0.626479564,1.258020685,1.087847575,0.015978391,0.014949595,0.01127734,0.86946527,0.802604257,0.313119758,0.404377725,0.577727683,0.563209536,0.616599877,0.532426528,0.398793897,0.279326196,0.001542514,0.001566337,0.001224188,0.002471736,2.299077542,1.440673705,2.431613114,4.199062183,0,0.280103931,0.061070089,0.31321379,0.971858149,1.73183042,1.180699201,0.206825876,1.760580267,0.048884177,0.059937172,0.301029996,0.330413773
Round Lake,1,NLA06608-1003,2007,7,23,42.0811801,-86.2102903,1.994764014,81.73774892,2.720159303,1.113943352,0,1.232389082,0.041392686,0.041392686,1.508131903,1.190368465,0.434015377,0.305389458,1.871689655,1.960070226,1.362576714,1.052228886,1.07038884,1.089989831,1.170851143,1.149244679,1.19082358,1.093485079,0.967298708,1.245171754,1.085387319,0.652437805,1.266116513,1.149574977,0.783644791,0.680356734,0.359103613,0.505685888,1.457339694,0.548114642,0.43093802,0.460195942,0.355127791,0.209520971,0.1741842,0.446879771,0.381087736,0.584399552,2.380806231,2.124917964,2.199778376,5.381219692,0,1.050829507,0.270518657,1.082998803,2.572871602,0.937194597,1.873710576,0.162043331,1.902250657,0.026605022,0.071505657,0.913813852,0.683047038
Little River Reservoir,1,NLA06608-1005,2007,7,19,37.957157,-77.8815881,8.561428872,6.576122886,2.629409599,1.612783857,0,0,0.041392686,0.041392686,1.461098945,1.295061794,-0.529772485,0.493822913,1.728252301,2.026269326,1.405346357,1.179686411,1.031452076,1.032266097,1.105373242,1.0615162,1.085515342,1.014520786,0.831248915,1.226743752,1.149602689,0.309986745,0.666893044,0.572549818,0.922098608,0.842791692,0.379306058,0.440824509,1.167260484,0.553812534,0.535839957,0.586987128,0.452655413,0.307043722,0.077107908,0.13861996,0.111851657,0.20248021,2.554853405,1.667322768,2.399646769,6.10564086,0.047775412,0.545526552,0.022151384,0.551950193,2.555094449,1.533976279,1.576561261,0.156450883,1.6327692,0.024929222,0.057449033,0.176091259,1.378034322
Lake Helen,1,NLA06608-1006,2007,6,19,47.2330995,-100.0594809,62.22222501,230.4899332,3.530455844,2.445604203,0,1.378998426,0.041392686,0.048603631,1.431110368,1.144966241,0.527132406,0.1841379,2.043742039,1.567676471,1.278143652,0.768432548,0.795096884,0.905653967,0.905222477,0.856681015,0.76161833,0.629175541,1.011906899,1.371294293,1.267960152,0.160530642,0.063976017,0.048915064,1.05246086,0.970231291,0.469295683,0.364690978,1.153624341,0.625851131,0.639346461,0.681966222,0.529643435,0.384238549,0.024166896,0.006994743,0.005474239,0.01099852,2.263540737,1.685594578,2.615648185,4.622327342,0,0.007376311,0.632489574,0.634220098,1.046023117,1.396085945,1.470340078,0.295584301,1.38495109,0.032118251,0.054473782,0.740362689,1.546542663
Lake Waynoka,1,NLA06608-1007,2007,8,2,38.934359,-83.7764875,16.53105868,126.5766874,2.681241237,1.491361694,0,0.851402809,0.041392686,0.041392686,1.493013221,1.269016257,0.132985381,0.290866801,1.661859989,1.94619836,1.419046575,1.098160427,1.086861467,1.103653216,1.192825503,1.068437827,1.369140867,1.23497437,1.274481601,1.538122317,1.026864946,0.426890784,0.853682679,0.749111818,1.145639032,1.061592831,0.539141428,0.445261296,1.122881585,0.74589068,0.761983399,0.748600787,0.59315243,0.429191904,0.113977502,0.212208403,0.173841136,0.30001396,2.706236577,2.220460566,2.893403752,5.734940927,0,0,0.023969802,0.023969802,2.651278014,1.489057896,1.20392301,0.21975273,1.323715282,0.060700198,0.092252774,0.84509804,1.011147361
Eureka Reservoir,1,NLA06608-1008,2007,7,12,47.8800834,-112.3069538,4.740139307,148.2739359,1.939519253,0.698970004,0,0.693463819,0.041392686,0.041392686,1.657522595,1.311677398,0.072287537,0.162633781,0.938186037,1.335363163,1.35637646,0.89060729,0.568549022,0.970459858,0.433051971,0.461377854,0.25968987,0.220905617,0.112247483,0.407285841,0.330784642,0,0,0,0.151467982,0.127009649,0.032463126,0.462072627,0.088518898,0.094767364,0.082536611,0.063193295,0.040939471,0.024392986,0,0,0,0,1.152139804,0.064267405,1.083416387,0,0.070172665,0.405980717,0.911137424,0.986607763,1.531478917,1.407337848,1.432857861,0.202865591,1.834172952,0.006763752,0.043783531,0.913813852,0.181843588
Lake Zoar,1,NLA06608-1010,2007,8,9,41.4498596,-73.2891578,3994.248035,382.3324525,2.955206538,1.591064607,0,1.057646898,0.041392686,0.041392686,1.396418552,1.108820835,0.632008475,0.502424709,1.854755902,2.049362212,1.323413181,0.985225314,0.920029364,0.923560546,1.179333721,1.067673543,1.182528789,1.076717819,0.231380274,0.778335817,0.65742475,0.412831104,0.905079101,0.798353632,0.69068567,0.609203918,0.264625417,0.446587407,1.076831788,0.255578615,0.120978086,0.333529878,0.245654536,0.144522797,0.116534269,0.237062585,0.195139713,0.331829967,2.166644265,1.389421977,1.605423839,4.756790641,0.018844645,0.899398781,0.271383326,0.944498532,2.82242914,0.941230126,1.63980137,0.596585842,1.690541308,0.01384675,0.049177362,1.204119983,1.375114685
Reeder Lake,1,NLA06608-1012,2007,10,17,40.3920289,-93.8532315,9.044292003,10.6494952,2.944975908,1.62324929,0,0.829282659,0.041392686,0.046218684,1.304563451,1.263886022,0.355305929,0.28550083,2.098107032,1.950029999,1.181343287,1.092749873,0.935544544,0.983950415,1.074746068,1.122843018,0.732799633,0.811840473,1.605151459,1.833931816,1.557239853,0.033497288,0.135482125,0.10550965,1.343554518,1.243562913,0.743215549,0.450484083,1.4000436,1.007105312,0.793671249,0.961947921,0.79445474,0.594567564,0.009300055,0.016045264,0.012585664,0.025082116,2.949420452,1.121333736,3.134730188,6.369452059,0.045627572,0.060528374,0,0.060528374,2.383815366,1.581631229,1.248634048,0.365110816,1.20083032,0.107888025,0.062444689,0.397940009,0.913283902
Lake Chemung,1,NLA06608-1014,2007,9,13,42.581981,-83.8459894,10.76808509,120.0881001,2.755112266,1.204119983,0,0.971560725,0.041392686,0.041392686,1.374329719,1.150643646,0.443355398,0.314290319,1.583085377,1.897191665,1.274273345,0.99876776,1.080424442,1.093386666,1.226299786,1.117316043,1.210939938,1.060001287,0.112487084,0.183543425,0.149201247,0.414782858,0.740614495,0.641732997,0.058019992,0.046337985,0.0129779,0.435425569,0.869555225,0.031536873,0.027319874,0.018575862,0.012224506,0.006531318,0.077585697,0.16573421,0.134498638,0.239050005,1.099880773,0.910358305,1.071771957,1.796323554,0,1.261367049,0.501805227,1.31026471,2.428569959,1.299150946,1.635005904,1.299496072,1.844240601,0.007116963,0.076160378,1.324282455,1.033825694
Five Island Lake,1,NLA06608-1015,2007,8,14,43.1396464,-94.6604902,31.70312852,362.6213352,3.231724383,1.892094603,0,1.359309195,0.041392686,0.041392686,1.425155805,1.173085529,0.387557971,0.255359568,2.42111015,1.736343378,1.359171238,0.958762911,0.852829975,0.910687893,1.170959689,1.222972039,0.707335507,0.724631149,1.878799218,2.179759396,2.098759665,0.044812858,0.213643565,0.16948098,1.50286754,1.351774374,1.015082751,0.388436696,1.858161191,1.356935853,1.247274762,1.174777715,1.036357574,0.705991465,0.013388369,0.027523201,0.021649769,0.042714216,3.084546957,2.301593336,4.01042406,5.953879912,0,0.213280544,0.383515488,0.484646678,2.305351369,1.428134794,1.492866303,0.599883072,1.69474063,0.076135879,0.076160378,0.431363764,1.827627705
Little Deep Fork Creek Site 10 Reservoir,1,NLA06608-1016,2007,7,23,35.8734491,-96.5565563,19.61847466,27.20978936,2.875061263,1.84509804,0,0.698247484,0.041392686,0.045627183,1.478676301,1.377547321,0.343354307,0.183437991,2.316700542,2.030538441,1.43577802,1.228286266,1.071959297,1.139668172,1.112821256,1.132659369,0.80833196,0.823874234,0.020718526,0.130696221,0.134389278,0.380202747,0.809458015,0.706946574,0.254285994,0.216799785,0.060135985,0.452691819,0.932608439,0.024907903,0.017464503,0.111212015,0.07308204,0.044768888,0.105439702,0.193508065,0.157932977,0.275726253,1.074215959,1.161023189,1.194258982,2.123139928,0.021599324,0,0,0,2.28777173,1.400365273,1.641870545,0.23299611,1.041392685,7.25424E-05,0.07336285,0.462397998,1.351022853
Richey Lake,1,NLA06608-1018,2007,8,2,47.6672568,-90.9897002,1.873892311,42.06096149,3.070037867,1.568201724,0,1.558355754,0.041392686,0.041392686,1.342888755,0.853803562,0.739740491,0.505990714,1.688909014,1.716709198,1.264345532,0.670361835,0.88042826,0.929183318,0.943757882,0.920337812,0.827314587,0.670229155,0,0,0,0,0,0,0,0,0,0.102248859,0.01665108,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,1.267765226,0,1.267765226,2.496929648,0.921969168,1.80133336,1.124177455,1.73239376,0,0.039414119,0.041392685,0.932473765
,1,NLA06608-1022,2007,7,10,47.1364529,-99.0594063,4.657094567,14.08277712,3.699317301,2.743509765,0,1.462427478,0.041392686,0.041392686,1.477349185,1.081218746,0.279787265,0.214846456,2.054881052,1.709384813,1.365628359,0.796964398,0.753437495,0.910495801,0.910611906,0.909083558,0.66818624,0.576092195,1.31304019,1.565584003,1.380446235,0.044842138,0.008330373,0.006272322,0.698721135,0.622246305,0.256915992,0.427904502,1.046489887,0.764934699,0.755722008,0.391243855,0.282636081,0.18884061,0.005493119,0.000878828,0.000686734,0.00138746,2.290580604,0.741418214,2.590060998,4.000950736,0,0.111915729,0.412847055,0.459580389,1.301029996,1.452859336,1.373279893,0.292256071,1.431363764,0.040453186,0.068200009,0.301029996,2.143764015
Fayant Lake,1,NLA06608-1024,2007,8,7,48.8960231,-99.7139221,0.242038661,4.715496925,2.643452676,1.301029996,0,1.567708523,0.041392686,0.089787401,1.398896462,0.974894703,0.447951148,0.252580712,1.298416362,1.597366045,1.242913968,0.61304859,0.672602093,0.844559189,0.884943949,0.831776725,0.652743564,0.537431194,0,0,0,0,0,0,0,0,0,0.649596715,0.093126644,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0,0.820725288,0.820725288,1.230448921,1.550961752,1.347915187,0.149219113,1.361727836,0,0.061969782,0.447158031,0.88422877
Mill Lake,1,NLA06608-1034,2007,8,16,42.7449612,-83.3105724,22.2438005,11.22238884,2.751279104,0.77815125,0,1.231553867,0.041392686,0.067690658,1.461098945,1.144966249,0.452498774,0.328062408,2.12211754,1.854138975,1.363329862,0.999746586,1.080424442,1.093386666,1.241687632,1.12510569,1.216580982,1.068411858,0,0,0,0,0,0,0,0,0,0.401301913,0.00240234,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,1.352700783,0.530012745,1.396467993,2.492760389,1.105422124,1.813300019,1.131723672,1.785807699,0.002009102,0.054445017,0.954242509,0.474216264
Ingham Lake,1,NLA06608-1035,2007,8,14,43.3058035,-94.6902385,24.79921261,92.81495307,3.638389408,2.206825876,0,1.358581795,0.041392686,0.050734112,1.424405719,1.166564514,0.386681501,0.251384306,2.363245218,1.73948444,1.355930181,0.954721444,0.852829975,0.910687893,1.160201032,1.184793046,0.692255861,0.68634236,1.858199036,2.159017905,2.078047141,0.038476402,0.187968867,0.148238587,1.482656148,1.33184214,0.996261285,0.398598583,1.837107569,1.336992369,1.227600766,1.155323027,1.017437715,0.689298302,0.011436191,0.023565158,0.018518423,0.036662118,3.063681669,2.251411228,3.96403618,5.863600482,0,0.434739435,0.459641945,0.663014838,2.305351369,1.377852908,1.438983028,0.544182995,1.703634848,0.072999675,0.076160378,0.431363764,2.409256652
Lake View Lake,1,NLA06608-1036,2007,6,14,39.014845,-95.2899994,1.098935393,11.84427077,2.932980822,1.977723605,0,0.721405956,0.041392686,0.167538852,1.448499395,1.287410819,0.419617563,0.242304648,2.097881741,1.920905599,1.383680752,1.146547912,0.924892035,0.995325356,1.123392947,1.138311223,0.864821626,0.766529932,1.597937179,1.886954968,1.848679967,0.461302366,0.632032602,0.540099563,1.46150884,1.370377578,0.811441446,0.537651271,1.784450726,1.071149618,0.97302909,1.046290341,0.867139759,0.677635586,0.120850626,0.126907099,0.102141521,0.186428057,2.954145855,2.294147006,3.471884063,5.843990777,0.050109628,0.041023138,0.174734711,0.202593568,2.365487985,1.328420627,1.292758254,0.38918423,1.278753601,0.066182081,0.066420329,0.653212514,1.611617111
Swimming River Reservoir,1,NLA06608-1037,2007,9,5,40.306501,-74.1372052,127.4844893,216.2564885,2.645422269,1.414973348,0,0.567060349,0.041392686,0.041392686,1.44849938,1.253718224,0.538413411,0.463112296,1.558382805,2.127018363,1.322632721,1.120562179,1.079112487,1.08179362,1.237550392,1.242738926,1.218579223,1.193148364,0.849922165,1.201906601,1.507650093,0.796647594,1.699343111,1.577940433,0.93333497,0.884847172,0.28014023,0.2791119,1.925933229,0.487787084,0.746926864,0.484914158,0.351714848,0.256895432,0.217560369,0.781664693,0.694107054,0.953055084,3.148346433,3.289798984,2.710034576,7.753294791,0.013457819,1.115318013,0.095422042,1.12342492,2.67517073,1.187167374,1.78028128,0.406864654,1.671065846,0.021029319,0.048532332,0.908485019,1.062957834
August Lake,1,NLA06608-1038,2007,8,3,47.7628537,-91.6087447,10.03622197,75.18450914,2.749736316,1.322219295,0,1.510952922,0.041392686,0.041392686,1.36582196,0.916948767,0.677053423,0.469986205,1.630326141,1.7503991,1.25042003,0.642052115,0.88042826,0.929183318,0.85476415,0.896962387,0.631871255,0.61538542,0,0,0,0,0,0,0,0,0,0.059020301,0.002970407,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,1.409170402,0,1.409170402,2.485721426,0.968750574,1.777933566,0.994973159,1.716003344,0,0.044285747,0.740362689,0.698970004
Kelly Lake,1,NLA06608-1039,2007,8,28,33.2923101,-84.4750231,2.6712,16.80078816,3.162862993,1.913813852,0,0,0.041392686,0.190425086,1.529866686,1.365392166,-0.299323533,0.401346258,2.105339829,1.842494827,1.464936459,1.236337784,1.083387951,1.133838972,1.107108685,1.026974611,1.083919154,0.926139694,0.312013438,0.980233739,1.0605687,0.055720823,0.96881581,0.859737095,1.096079919,0.966101801,0.626030387,0.199583691,1.316431815,0.373626496,0.697436974,1.085194466,0.892194615,0.729611054,0.00675796,0.268102042,0.221977744,0.370883256,2.775932033,3.089210999,3.163025566,7.151913956,0.136916256,0.594976763,0,0.594976763,2.613841822,1.563836919,1.548143637,0.10720997,1.674065972,0.032688095,0.042475819,0.662757832,2.101334573
Grimes,1,NLA06608-1041,2007,8,16,47.7286971,-119.5926045,131.0381668,75.18739617,3.27392678,2.281033367,0,1.341073458,0.041392686,0.041392686,1.624712373,1.302083108,0.132985381,0.116140823,0.654016026,1.371852582,1.324865235,0.992740633,0.608899186,0.622607713,0.407256414,0.367543465,0.21836624,0.131617048,0.617905532,1.224344098,1.454411751,0.014956296,0.021317572,0.016109877,0.395202814,0.325869779,0.135630893,0.055032431,1.231996869,0.568919171,0.364416656,0.174749329,0.119092311,0.071833376,0.001995831,0.002243231,0.001753515,0.003538325,2.0810858,0,1.69601944,3.696111447,0,0,0.007230668,0.007230668,1.314718676,0.99215212,1.747230995,0.263192035,1.828862899,0.063706026,0.109150964,1.290034611,0.63447727
Keula Lake,1,NLA06608-1045,2007,8,29,42.4935326,-77.1403747,450.6713375,4564.910063,2.374748346,0.84509804,0,1.13068544,0.041392686,0.051259743,1.422147614,1.106915992,0.5063239,0.389741459,1.708416648,1.861584687,1.334348177,0.9626958,1.15557287,1.12898053,1.112389183,0.993092367,1.25196499,1.076681153,0.917906646,1.365102432,0.844289965,0.205827716,0.624644328,0.533245618,1.250133773,1.139949019,0.697756558,0.414382524,0.939891138,0.656647612,0.40518618,0.772887262,0.633021213,0.420309058,0.033065268,0.124324305,0.10000641,0.182866593,2.515145471,1.430772822,2.477999628,5.196899481,0.002844724,0.389663873,0.186908171,0.475764028,2.617269096,1.298273865,1.352635312,0.488757701,1.67485205,0.043153659,0.08755543,1.695481676,0.354108439
Sam Rayburn,1,NLA06608-1047,2007,6,26,31.1935952,-94.3072733,7797.757931,45650.68995,2.456366033,0.602059991,0,0.024918564,0.048378234,0.051647658,1.454271815,1.393910026,0.421799522,0.45549138,2.168126165,2.03725713,1.435229109,1.293579313,1.102220966,1.136485929,1.064072258,1.050424382,0.975853989,0.890817613,0.029075625,0.800094955,0.71146894,0.108089479,0.422477029,0.349450774,1.260588995,1.136336457,0.743024706,0.369451158,1.161969221,0.290224063,0.254059115,1.249566751,1.052127792,0.874468571,0.017388137,0.067867189,0.053900909,0.102842121,2.440074426,3.043130517,3.188971259,6.190603548,0.004689784,1.092124621,0.32509528,1.129592397,2.501587064,1.491349509,1.594802321,0.206687834,1.408006411,0.02185672,0.051874791,1.240549248,1.025305865
